Seed, Maze Type, Resolution, Solving Time, Solving Path Percentage, Solving Path Length, Tried Nodes, 1 Branches, 2 Branches, 3 Branches, 4 Branches,2 Length Corridor,3 Length Corridor,4 Length Corridor,5 Length Corridor,6 Length Corridor,7 Length Corridor,8 Length Corridor,9 Length Corridor,10 Length Corridor,11 Length Corridor,12 Length Corridor,13 Length Corridor,14 Length Corridor,15 Length Corridor,16 Length Corridor,17 Length Corridor,18 Length Corridor,19 Length Corridor,20 Length Corridor,21 Length Corridor,22 Length Corridor,23 Length Corridor,24 Length Corridor,25 Length Corridor,26 Length Corridor,27 Length Corridor,28 Length Corridor,29 Length Corridor,30 Length Corridor,31 Length Corridor,32 Length Corridor,33 Length Corridor,34 Length Corridor,35 Length Corridor,36 Length Corridor,37 Length Corridor,38 Length Corridor,39 Length Corridor,40 Length Corridor,41 Length Corridor,42 Length Corridor,43 Length Corridor,44 Length Corridor,45 Length Corridor,46 Length Corridor,47 Length Corridor,48 Length Corridor,49 Length Corridor,50 Length Corridor,51 Length Corridor,52 Length Corridor,53 Length Corridor,54 Length Corridor,55 Length Corridor,56 Length Corridor,57 Length Corridor,58 Length Corridor,59 Length Corridor,60 Length Corridor,61 Length Corridor,62 Length Corridor,63 Length Corridor,64 Length Corridor
863545513,Prims,32x32,1.764297,9.777778%,66,675,35.05859%,35.54688%,23.92578%,5.46875%,52.81955%,23.87218%,11.8421%,5.639098%,3.007519%,1.879699%,0.7518797%,0%,0%,0%,0.1879699%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
521787494,Prims,32x32,0.6985664,25.64103%,70,273,36.81641%,33.49609%,22.75391%,6.933594%,48.8417%,27.02703%,12.93436%,5.405406%,2.702703%,1.544402%,1.158301%,0.1930502%,0.1930502%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
186024868,Prims,32x32,1.753807,10.49475%,70,667,35.9375%,34.08203%,24.21875%,5.761719%,49.61538%,27.11539%,10.76923%,7.307693%,2.307692%,1.923077%,0.3846154%,0.1923077%,0.1923077%,0%,0%,0.1923077%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
365376725,Prims,32x32,1.283646,39.53489%,68,172,36.32813%,34.27734%,22.65625%,6.738281%,51.75601%,27.72643%,9.61183%,6.469501%,1.848429%,1.663586%,0.3696858%,0.1848429%,0%,0.1848429%,0.1848429%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
50978190,Prims,32x32,1.239777,14.49893%,68,469,34.86328%,35.74219%,24.12109%,5.273438%,52.41779%,23.01741%,11.02515%,7.54352%,2.901354%,0.967118%,1.740812%,0.1934236%,0%,0%,0.1934236%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
391337723,Prims,32x32,3.187656,16.45885%,66,401,35.9375%,34.27734%,23.82813%,5.957031%,51.03189%,28.70544%,9.005629%,5.253284%,3.001876%,1.500938%,0.5628518%,0.9380863%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
490115445,Prims,32x32,0.7653236,33.19149%,78,235,35.25391%,35.64453%,23.14453%,5.957031%,53.11909%,24.1966%,10.96408%,5.293005%,2.835539%,2.457467%,0.1890359%,0.9451796%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
548597807,Prims,32x32,0.3209114,52.23881%,70,134,33.69141%,38.18359%,22.75391%,5.371094%,49.03846%,26.53846%,14.03846%,4.807693%,2.692308%,0.9615384%,1.346154%,0.5769231%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
475730985,Prims,32x32,1.146317,15.17241%,66,435,35.44922%,35.25391%,23.33984%,5.957031%,49.20949%,25.29644%,13.43874%,6.521739%,1.778656%,1.778656%,0.7905138%,0.7905138%,0%,0%,0.1976285%,0.1976285%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
181734254,Prims,32x32,1.494884,11.78571%,66,560,33.39844%,39.16016%,21.67969%,5.761719%,50.38314%,25.86207%,12.06897%,5.363985%,4.022988%,1.340996%,0.1915709%,0.3831418%,0.1915709%,0.1915709%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
259529058,Prims,32x32,2.161503,8.198758%,66,805,34.57031%,36.42578%,23.63281%,5.371094%,52.60115%,22.158%,14.06551%,5.202312%,2.697495%,0.9633911%,1.156069%,0.7707129%,0.1926782%,0.1926782%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
652317040,Prims,32x32,2.283573,7.398844%,64,865,34.96094%,35.83984%,23.63281%,5.566406%,49.80695%,27.02703%,11.58301%,5.019305%,3.281853%,2.123552%,0.3861004%,0.3861004%,0%,0.3861004%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
153922864,Prims,32x32,0.4959106,34.73684%,66,190,35.74219%,35.35156%,22.26563%,6.640625%,52.10728%,23.94636%,11.87739%,6.51341%,2.10728%,1.724138%,0.5747126%,0.9578544%,0.1915709%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
364383823,Prims,32x32,1.59359,11.21795%,70,624,36.32813%,34.08203%,23.04688%,6.542969%,52.01535%,23.03263%,13.62764%,5.182342%,2.879079%,1.727447%,0.9596929%,0.3838772%,0%,0%,0.1919386%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
803545801,Prims,32x32,2.570629,8.050847%,76,944,35.35156%,35.15625%,23.82813%,5.664063%,51.65692%,23.78168%,12.2807%,5.068226%,3.118908%,2.144249%,1.364522%,0.3898636%,0%,0.1949318%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
802840795,Prims,32x32,0.9102821,21.49254%,72,335,34.96094%,37.20703%,20.89844%,6.933594%,53.66795%,22.58687%,11.38996%,4.440155%,4.633204%,1.158301%,1.158301%,0.3861004%,0.3861004%,0.1930502%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
628852245,Prims,64x64,2.222061,18.06283%,138,764,35.30273%,35.86426%,22.41211%,6.420898%,51.11434%,24.95155%,11.62791%,6.104651%,2.858527%,1.453488%,0.9205427%,0.4844961%,0.2906977%,0.04844961%,0.09689923%,0.04844961%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
137097288,Prims,64x64,8.488655,5.157593%,144,2792,35.27832%,35.20508%,23.80371%,5.712891%,51.36298%,24.05548%,13.05595%,6.025825%,2.917264%,1.099952%,0.7173601%,0.3347681%,0.191296%,0.143472%,0.09564801%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
64427605,Prims,64x64,1.749516,23.31081%,138,592,34.69238%,35.88867%,24.19434%,5.224609%,53.65622%,23.26686%,10.77873%,6.077873%,3.08642%,1.519468%,0.9021842%,0.3323837%,0.1899335%,0.04748338%,0.04748338%,0%,0.04748338%,0%,0%,0.04748338%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
201364106,Prims,64x64,6.060123,7.295466%,140,1919,35.91309%,34.5459%,23.21777%,6.323242%,51.03117%,24.1247%,13.47722%,5.947242%,2.35012%,1.486811%,0.8633093%,0.383693%,0.2398082%,0.09592326%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
129934644,Prims,64x64,9.774208,4.228463%,134,3169,35.54688%,35.32715%,22.75391%,6.37207%,54.02622%,23.54869%,11.00187%,5.758427%,2.996255%,1.264045%,0.6086142%,0.3745318%,0.09363296%,0.04681648%,0.09363296%,0.1404494%,0%,0%,0.04681648%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
85845454,Prims,64x64,9.714603,4.426178%,140,3163,35.30273%,35.74219%,22.65625%,6.298828%,52.65403%,25.0237%,11.04265%,5.165877%,2.890995%,1.421801%,0.6161137%,0.6635071%,0.3317536%,0.1421801%,0%,0.04739337%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
879080465,Prims,64x64,6.204128,7.026225%,142,2021,35.52246%,34.32617%,24.8291%,5.322266%,52.98229%,25.39609%,10.9972%,4.846226%,3.122088%,1.211556%,0.6989748%,0.2795899%,0.1863933%,0.1863933%,0%,0.09319665%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
58136105,Prims,64x64,9.4347,4.282116%,136,3176,35.13184%,35.49805%,23.65723%,5.712891%,52.14521%,25.64828%,11.55116%,5.091938%,2.404526%,1.414427%,0.8958039%,0.330033%,0.2828854%,0.1414427%,0%,0.04714757%,0%,0.04714757%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
27365817,Prims,64x64,2.20108,20.32885%,136,669,35.44922%,35.30273%,23.0957%,6.152344%,52.88326%,24.42569%,11.53305%,5.625879%,2.906704%,1.172058%,0.7501172%,0.281294%,0.3281763%,0.04688232%,0%,0%,0%,0.04688232%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
902726609,Prims,64x64,4.916191,8.094646%,130,1606,35.54688%,34.35059%,24.70703%,5.395508%,53.3647%,24.32941%,10.49412%,5.6%,3.435294%,1.270588%,0.8941177%,0.1882353%,0.282353%,0%,0%,0.1411765%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
741467895,Prims,64x64,11.60908,7.296849%,132,1809,35.49805%,35.54688%,22.46094%,6.494141%,53.36236%,22.2061%,11.94969%,6.289308%,2.854378%,1.451379%,0.9192066%,0.3870344%,0.2418965%,0.04837929%,0.04837929%,0.04837929%,0%,0.09675859%,0%,0.04837929%,0%,0%,0.04837929%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
775323798,Prims,64x64,12.15458,4.65718%,144,3092,34.86328%,35.69336%,24.07227%,5.371094%,52.69287%,23.62931%,11.69335%,5.725376%,2.328967%,1.649685%,0.7763222%,0.7763222%,0.3396409%,0.1455604%,0.09704027%,0%,0.09704027%,0%,0.04852014%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
984457767,Prims,64x64,5.717754,7.237893%,136,1879,35.49805%,35.62012%,22.31445%,6.567383%,54.43396%,23.34906%,10.84906%,5.235849%,2.783019%,1.462264%,0.754717%,0.3773585%,0.4245283%,0.1886792%,0.04716981%,0%,0.04716981%,0%,0.04716981%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
623749173,Prims,64x64,8.089066,5.68979%,146,2566,35.30273%,35.74219%,22.65625%,6.298828%,52.21323%,24.41694%,11.18515%,6.520704%,2.76059%,1.523084%,0.6663494%,0.2855783%,0.2379819%,0%,0.09519277%,0.09519277%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
992668830,Prims,64x64,7.102966,6.079295%,138,2270,34.93652%,35.86426%,23.51074%,5.688477%,51.09596%,25.03653%,11.49537%,6.13736%,2.922552%,1.21773%,1.120312%,0.2922552%,0.1948368%,0.1461276%,0.243546%,0.04870921%,0%,0.04870921%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
603202344,Prims,64x64,11.11841,4.097894%,144,3514,35.71777%,34.47266%,23.9502%,5.859375%,52.37424%,25.52891%,10.53126%,5.970851%,3.29102%,0.9873061%,0.6111895%,0.2820874%,0.1410437%,0.09402915%,0.09402915%,0%,0%,0%,0.04701458%,0.04701458%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
141612435,Prims,64x64,8.677959,4.708363%,134,2846,35.27832%,35.62012%,22.97363%,6.12793%,53.12647%,24.21251%,12.2708%,4.090268%,3.244006%,1.551481%,0.5171603%,0.5171603%,0.2820874%,0.09402915%,0.09402915%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
277002978,Prims,64x64,4.218578,11.15807%,132,1183,35.37598%,34.91211%,24.09668%,5.615234%,52.61194%,25.23321%,11.10075%,5.643657%,2.985075%,1.166045%,0.6996269%,0.2798508%,0.1399254%,0.04664179%,0%,0.04664179%,0%,0%,0.04664179%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
868802894,Prims,64x64,6.040096,6.98152%,136,1948,35.4248%,35.18066%,23.41309%,5.981445%,53.01205%,24.88415%,11.44578%,5.560704%,2.734013%,1.15848%,0.6024097%,0.3707136%,0.0463392%,0.0463392%,0%,0.09267841%,0.0463392%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
586630212,Prims,64x64,8.810043,5.256964%,134,2549,35.71777%,34.44824%,23.99902%,5.834961%,52.56954%,23.85667%,13.29562%,5.374823%,2.593117%,0.8958039%,0.4714757%,0.1414427%,0.2828854%,0.1414427%,0.1885903%,0.09429514%,0%,0.04714757%,0%,0%,0.04714757%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
746388028,Prims,64x64,7.492065,5.775578%,140,2424,35.27832%,35.57129%,23.07129%,6.079102%,53.11005%,23.68421%,11.14832%,5.933014%,2.966507%,1.291866%,0.861244%,0.3827751%,0.1913876%,0.09569378%,0.1435407%,0.1435407%,0.04784689%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
289739774,Prims,64x64,5.217075,8.129109%,136,1673,35.83984%,34.0332%,24.46289%,5.664063%,54.63483%,22.75281%,11.23596%,5.617978%,2.247191%,1.73221%,0.9363296%,0.6086142%,0.1872659%,0%,0%,0%,0%,0.04681648%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
153395101,Prims,64x64,6.315708,6.365796%,134,2105,36.30371%,34.08203%,22.97363%,6.640625%,54.39174%,23.57915%,10.56834%,5.495538%,2.677313%,1.503053%,0.6575857%,0.6575857%,0.234852%,0.09394082%,0%,0.09394082%,0%,0.04697041%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
375101172,Prims,64x64,3.154278,14.0873%,142,1008,35.32715%,35.54688%,22.97363%,6.152344%,51.59904%,24.77327%,12.12411%,5.298329%,2.911695%,1.718377%,1.097852%,0.3818616%,0%,0.0477327%,0%,0%,0%,0.0477327%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
540791387,Prims,64x64,1.147747,34.92064%,132,378,35.22949%,35.37598%,23.6084%,5.786133%,52.03214%,25.09452%,11.90926%,5.482041%,3.024575%,0.8506616%,0.7088847%,0.4725898%,0.09451796%,0.09451796%,0.09451796%,0.04725898%,0.04725898%,0.04725898%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
291817150,Prims,64x64,9.284496,4.342191%,134,3086,35.32715%,35.18066%,23.70605%,5.786133%,54.36115%,23.85667%,9.995285%,5.610561%,2.310231%,1.650165%,1.36728%,0.3771806%,0.2357379%,0.1885903%,0.04714757%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
56032128,Prims,64x64,3.374577,12.57036%,134,1066,34.57031%,36.54785%,23.24219%,5.639648%,53.44262%,23.4192%,12.3185%,5.620609%,2.201405%,1.358314%,0.7494145%,0.5620609%,0.234192%,0%,0.04683841%,0.04683841%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
419447252,Prims,64x64,10.15472,3.839232%,128,3334,35.91309%,34.49707%,23.31543%,6.274414%,52.82124%,24.13466%,11.90137%,5.6899%,2.465624%,1.422475%,0.5215742%,0.5215742%,0.04741584%,0.1896634%,0.09483168%,0.09483168%,0%,0.04741584%,0%,0.04741584%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
728824299,Prims,64x64,5.388737,7.52809%,134,1780,36.08398%,34.32617%,23.14453%,6.445313%,51.92965%,23.05813%,11.96873%,6.301905%,3.273082%,1.563263%,0.8304836%,0.6839277%,0.1465559%,0.1954079%,0%,0.04885198%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
215611960,Prims,64x64,4.547596,8.80829%,136,1544,35.30273%,35.52246%,23.0957%,6.079102%,52.13021%,23.50407%,12.35041%,5.792245%,3.063667%,1.962662%,0.6701771%,0.239349%,0.09573959%,0.04786979%,0.09573959%,0.04786979%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
AVERAGE STATS
