Seed, Maze Type, Resolution, Solving Time, Solving Path Percentage, Solving Path Length, Tried Nodes, 1 Branches, 2 Branches, 3 Branches, 4 Branches,2 Length Corridor,3 Length Corridor,4 Length Corridor,5 Length Corridor,6 Length Corridor,7 Length Corridor,8 Length Corridor,9 Length Corridor,10 Length Corridor,11 Length Corridor,12 Length Corridor,13 Length Corridor,14 Length Corridor,15 Length Corridor,16 Length Corridor,17 Length Corridor,18 Length Corridor,19 Length Corridor,20 Length Corridor,21 Length Corridor,22 Length Corridor,23 Length Corridor,24 Length Corridor,25 Length Corridor,26 Length Corridor,27 Length Corridor,28 Length Corridor,29 Length Corridor,30 Length Corridor,31 Length Corridor,32 Length Corridor,33 Length Corridor,34 Length Corridor,35 Length Corridor,36 Length Corridor,37 Length Corridor,38 Length Corridor,39 Length Corridor,40 Length Corridor,41 Length Corridor,42 Length Corridor,43 Length Corridor,44 Length Corridor,45 Length Corridor,46 Length Corridor,47 Length Corridor,48 Length Corridor,49 Length Corridor,50 Length Corridor,51 Length Corridor,52 Length Corridor,53 Length Corridor,54 Length Corridor,55 Length Corridor,56 Length Corridor,57 Length Corridor,58 Length Corridor,59 Length Corridor,60 Length Corridor,61 Length Corridor,62 Length Corridor,63 Length Corridor,64 Length Corridor
316503885,RecursiveDivision,64x64,3.343821,42.98093%,248,577,0.2441406%,24.34082%,53.73535%,21.67969%,56.09966%,24.87113%,11.76976%,4.295533%,1.460481%,0.7731959%,0.3865979%,0.1718213%,0.1718213%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
469172910,RecursiveDivision,64x64,17.02952,17.25207%,334,1936,0.4638672%,24.46289%,52.83203%,22.24121%,59.21273%,23.53434%,10.51089%,3.559464%,1.549414%,0.9631491%,0.2931323%,0.0837521%,0.1675042%,0%,0.04187605%,0%,0.04187605%,0%,0%,0.04187605%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
338830233,RecursiveDivision,64x64,8.725643,14.67228%,244,1663,0.2929688%,25.43945%,51.3916%,22.87598%,57.40509%,26.1577%,9.303296%,4.255319%,1.75219%,0.5840634%,0.5006258%,0%,0%,0.04171881%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
700264044,RecursiveDivision,64x64,19.1915,9.565764%,304,3178,0.4150391%,24.73145%,52.44141%,22.41211%,57.63567%,25.03155%,10.22297%,3.954565%,1.893143%,0.757257%,0.2944888%,0.08413967%,0.04206984%,0.04206984%,0%,0%,0.04206984%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
512211425,RecursiveDivision,64x64,14.89162,11.97605%,280,2338,0.4638672%,23.53516%,54.6875%,21.31348%,58.94958%,23.90756%,9.831933%,4.285714%,1.428571%,0.8403361%,0.2941177%,0.1260504%,0.1260504%,0.04201681%,0.1680672%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
845967649,RecursiveDivision,64x64,18.013,12.82965%,360,2806,0.4638672%,23.97461%,53.80859%,21.75293%,57.98817%,23.58411%,11.07354%,4.43787%,1.690617%,0.6339814%,0.4226543%,0.04226543%,0%,0.08453085%,0%,0%,0.04226543%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
445474013,RecursiveDivision,64x64,20.77651,8.330956%,292,3505,0.1464844%,24.04785%,54.61426%,21.19141%,56.25269%,25.7413%,10.6575%,4.77009%,1.547056%,0.5156854%,0.2578427%,0.08594757%,0.1289214%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.04297379%
789432426,RecursiveDivision,64x64,20.04313,18.62965%,416,2233,0.4150391%,23.41309%,55.07813%,21.09375%,59.17944%,23.49772%,10.65064%,3.895566%,1.533361%,0.7459594%,0.3315375%,0.04144219%,0.04144219%,0.08288438%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
617399844,RecursiveDivision,64x64,22.96662,7.328072%,260,3548,0.3417969%,24.41406%,53.2959%,21.94824%,60.46706%,21.43453%,10.71726%,4.503753%,1.292744%,0.9591326%,0.3753128%,0.04170142%,0.1251042%,0%,0.04170142%,0.04170142%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
762692460,RecursiveDivision,64x64,17.79246,10.66961%,290,2718,0.4882813%,23.04688%,55.59082%,20.87402%,57.50744%,24.1174%,10.71884%,4.721395%,1.488728%,0.9783071%,0.2126755%,0.08507019%,0.04253509%,0.04253509%,0%,0%,0.08507019%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
307861788,RecursiveDivision,64x64,11.82437,29.37853%,416,1416,0.1708984%,23.63281%,55.37109%,20.8252%,55.7041%,24.55437%,11.27451%,4.991087%,1.693405%,0.9358289%,0.4010695%,0.1782531%,0.1336898%,0%,0%,0.04456328%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.04456328%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.04456328%
343383895,RecursiveDivision,64x64,9.950399,10.20108%,208,2039,0.3173828%,24.60938%,52.97852%,22.09473%,56.18844%,26.33833%,10.3212%,4.411135%,1.24197%,0.6852248%,0.3426124%,0.1284797%,0.1284797%,0.0856531%,0%,0%,0.0856531%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.04282655%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
107172402,RecursiveDivision,64x64,20.19095,10.0715%,324,3217,0.3173828%,24.73145%,52.73438%,22.2168%,60.01656%,23.34437%,10.34768%,2.85596%,1.862583%,0.7450331%,0.4966888%,0.2069536%,0.04139073%,0%,0.04139073%,0%,0%,0.04139073%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
635975572,RecursiveDivision,64x64,51.39375,20.5052%,276,1346,0.3662109%,23.63281%,54.78516%,21.21582%,57.48629%,24.79966%,10.45972%,4.259806%,1.771405%,0.6748207%,0.2952341%,0.1687052%,0%,0.0421763%,0.0421763%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
95902896,RecursiveDivision,64x64,2.621889,35.16779%,262,745,0.390625%,23.73047%,54.5166%,21.3623%,57.64098%,23.2458%,10.67585%,4.735256%,2.109341%,1.076195%,0.3443823%,0%,0.08609556%,0.04304778%,0%,0%,0.04304778%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
422722350,RecursiveDivision,64x64,16.13617,9.583074%,308,3214,0.4150391%,23.92578%,54.05273%,21.60645%,54.41758%,26.46154%,11.34066%,4.21978%,1.89011%,0.6153846%,0.6593407%,0.1318681%,0.1318681%,0%,0.04395605%,0.04395605%,0%,0%,0%,0%,0.04395605%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
363550020,RecursiveDivision,64x64,7.611036,18.85246%,276,1464,0.4394531%,24.04785%,53.73535%,21.77734%,59.82441%,23.36957%,9.65719%,3.595318%,2.132107%,0.7107024%,0.2926421%,0.1672241%,0%,0.1672241%,0.04180602%,0%,0%,0%,0%,0%,0%,0%,0%,0.04180602%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
525875539,RecursiveDivision,64x64,13.36908,7.17385%,248,3457,0.3417969%,23.29102%,55.54199%,20.8252%,57.5914%,23.05376%,11.91398%,3.956989%,1.763441%,1.032258%,0.3010753%,0.172043%,0.04301075%,0.08602151%,0%,0%,0.08602151%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
887422864,RecursiveDivision,64x64,7.977724,15.54692%,280,1801,0.5126953%,23.9502%,53.71094%,21.82617%,58.09962%,24.27794%,10.75764%,4.269569%,1.381331%,0.6697363%,0.1674341%,0.2092926%,0.08371703%,0.04185852%,0.04185852%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
223088817,RecursiveDivision,64x64,14.0264,9.028906%,278,3079,0.4638672%,24.16992%,53.41797%,21.94824%,59.87421%,22.22222%,10.27254%,4.779874%,1.719078%,0.4612159%,0.3354298%,0.08385744%,0.08385744%,0.04192872%,0.04192872%,0.04192872%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.04192872%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
834850514,RecursiveBacktracker,32x32,3.127575,65.85366%,432,656,10.83984%,78.71094%,10.25391%,0.1953125%,53.23741%,26.07914%,11.33094%,5.215827%,2.33813%,1.258993%,0.1798561%,0.1798561%,0%,0.1798561%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
296980525,RecursiveBacktracker,32x32,3.722906,54.00271%,398,737,9.667969%,81.05469%,9.082031%,0.1953125%,56.83837%,24.15631%,9.769094%,3.907638%,2.841918%,1.065719%,0.7104796%,0.3552398%,0.3552398%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
413348331,RecursiveBacktracker,32x32,1.193047,77.61194%,208,268,11.91406%,76.46484%,11.52344%,0.09765625%,53.80435%,25.54348%,10.32609%,6.521739%,1.268116%,1.811594%,0.1811594%,0.1811594%,0.1811594%,0.1811594%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
256230830,RecursiveBacktracker,32x32,8.669615,31.26294%,302,966,12.30469%,75.87891%,11.52344%,0.2929688%,55.55556%,23.4767%,12.72401%,4.480287%,2.150538%,0.5376344%,0.3584229%,0.1792115%,0%,0%,0%,0.3584229%,0%,0.1792115%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
377499509,RecursiveBacktracker,32x32,3.858805,50.48276%,366,725,8.984375%,82.51953%,8.203125%,0.2929688%,51.48148%,27.77778%,10.37037%,4.259259%,4.259259%,1.111111%,0.1851852%,0.1851852%,0.1851852%,0.1851852%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
3048906,RecursiveBacktracker,32x32,5.187273,29.47368%,280,950,11.13281%,78.02734%,10.74219%,0.09765625%,49.52381%,27.42857%,13.71429%,3.428571%,3.238095%,1.333333%,0.5714286%,0.1904762%,0%,0.3809524%,0.1904762%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
465470338,RecursiveBacktracker,32x32,2.353907,83.20611%,436,524,10.83984%,78.80859%,10.05859%,0.2929688%,53.05755%,24.64029%,13.84892%,4.676259%,2.33813%,0.8992805%,0.1798561%,0.1798561%,0.1798561%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
734042040,RecursiveBacktracker,32x32,5.048513,47.24919%,438,927,9.863281%,80.46875%,9.667969%,0%,52.44361%,22.93233%,13.1579%,6.015038%,3.571429%,1.315789%,0.3759398%,0%,0%,0%,0.1879699%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
19851272,RecursiveBacktracker,32x32,0.9026527,67.44186%,174,258,10.25391%,79.78516%,9.863281%,0.09765625%,53.16901%,27.99296%,11.09155%,4.049296%,2.464789%,0.528169%,0%,0.3521127%,0.3521127%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
255632472,RecursiveBacktracker,32x32,4.935026,39.23648%,370,943,11.32813%,77.73438%,10.74219%,0.1953125%,55.01859%,24.90706%,8.921933%,6.505576%,1.672862%,1.301115%,0%,0.7434945%,0.1858736%,0%,0.1858736%,0.5576208%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
345178848,RecursiveBacktracker,32x32,3.898144,47.5827%,374,786,9.667969%,81.05469%,9.082031%,0.1953125%,53.95948%,24.12523%,12.52302%,4.972376%,2.025783%,1.104972%,0.3683241%,0%,0.5524862%,0.1841621%,0%,0%,0%,0.1841621%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
647443674,RecursiveBacktracker,32x32,2.064705,78.11861%,382,489,9.667969%,81.05469%,9.082031%,0.1953125%,51.13208%,25.66038%,11.32076%,6.603774%,3.018868%,1.132075%,0.9433962%,0%,0.1886792%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
778739344,RecursiveBacktracker,32x32,4.014969,34.02062%,264,776,9.375%,81.44531%,9.179688%,0%,51.1583%,24.51737%,11.96911%,6.563706%,2.895753%,1.158301%,1.158301%,0.3861004%,0%,0%,0%,0%,0.1930502%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
784570083,RecursiveBacktracker,32x32,4.00281,63.78653%,502,787,10.74219%,79.29688%,9.375%,0.5859375%,54.39856%,23.87792%,10.95153%,7.181329%,2.513465%,0.5385997%,0.3590664%,0%,0.1795332%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
651103565,RecursiveBacktracker,32x32,4.50778,49.22395%,444,902,9.179688%,82.03125%,8.59375%,0.1953125%,55.71956%,23.06273%,9.778598%,6.273063%,2.214022%,1.291513%,0.5535055%,0.7380074%,0%,0.1845018%,0.1845018%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
807986243,RecursiveBacktracker,32x32,3.072262,60.89645%,394,647,10.35156%,79.58984%,9.960938%,0.09765625%,54.97287%,24.4123%,11.21157%,3.797468%,3.435805%,1.084991%,0.3616636%,0.3616636%,0.3616636%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
79691446,RecursiveBacktracker,32x32,2.741575,67.79089%,402,593,9.277344%,81.83594%,8.691406%,0.1953125%,51.6129%,25.9962%,12.33397%,4.364326%,2.656547%,1.897533%,0.1897533%,0.5692599%,0%,0%,0.1897533%,0%,0%,0%,0%,0%,0%,0.1897533%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
250662907,RecursiveBacktracker,32x32,2.868414,82.53359%,430,521,10.74219%,78.90625%,10.15625%,0.1953125%,53.27434%,26.90265%,10.79646%,6.017699%,1.59292%,0.8849558%,0.3539823%,0%,0%,0.1769911%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
614371517,RecursiveBacktracker,32x32,4.379749,49.88558%,436,874,10.44922%,79.29688%,10.25391%,0%,54.61255%,23.06273%,11.07011%,5.535055%,3.505535%,1.107011%,0.7380074%,0.1845018%,0%,0.1845018%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
803546099,RecursiveBacktracker,32x32,2.676725,39.61662%,248,626,9.375%,81.54297%,8.984375%,0.09765625%,49.35065%,27.27273%,14.28571%,5.194805%,2.226345%,0.9276438%,0.3710575%,0.3710575%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
307882053,RecursiveBacktracker,32x32,2.527475,71.32867%,408,572,9.375%,81.54297%,8.984375%,0.09765625%,55.27728%,23.97138%,10.91234%,5.724508%,1.788909%,1.610018%,0.3577818%,0.1788909%,0.1788909%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
847609086,RecursiveBacktracker,32x32,5.31888,49.68815%,478,962,10.64453%,79.00391%,10.25391%,0.09765625%,50.93283%,25.5597%,13.43284%,5.783582%,2.425373%,1.119403%,0.1865672%,0%,0.3731343%,0.1865672%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
28514000,RecursiveBacktracker,32x32,5.059719,15.24927%,156,1023,10.15625%,79.98047%,9.765625%,0.09765625%,51.20594%,26.71614%,12.80148%,5.194805%,1.669759%,0.742115%,0.5565863%,0.742115%,0.3710575%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
629923540,RecursiveBacktracker,32x32,5.319834,27.6%,276,1000,10.15625%,80.07813%,9.570313%,0.1953125%,50.92937%,28.06691%,12.08178%,3.717472%,2.602231%,1.115242%,0.5576208%,0.1858736%,0.5576208%,0.1858736%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
641847381,RecursiveBacktracker,32x32,1.163244,80.8642%,262,324,10.25391%,79.78516%,9.863281%,0.09765625%,51.00549%,25.77697%,12.97989%,7.49543%,1.279708%,1.096892%,0.3656307%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
16814494,RecursiveBacktracker,32x32,2.719879,66.45161%,412,620,9.960938%,80.37109%,9.570313%,0.09765625%,51.59475%,26.45403%,10.8818%,6.003752%,2.439024%,0.9380863%,1.125704%,0.1876173%,0.1876173%,0.1876173%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
313251541,RecursiveBacktracker,32x32,4.436731,37.23653%,318,854,10.25391%,79.88281%,9.667969%,0.1953125%,53.5649%,25.59415%,10.42048%,5.301645%,2.925046%,1.096892%,0.7312614%,0.1828154%,0%,0%,0.1828154%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
